image_src,description,course_identification,course_title,course_level,first_category,second_category,skill_tag,seq0_instructor_id,seq0_instructor_name,student_count,star_rate,review_count,is_new_course,reg_price,reg_vat_price,selling_price,is_discount,discount_id,discount_title,discount_rate,course_last_updated_date,course_published_date,installment_price,installment_month
https://cdn.inflearn.com/wp-content/uploads/unity2d.jpg?w=420,"본 강좌는 RPG MAKER 분위기의 게임.
즉, 쯔꾸르 스타일의 게임을 제작하는 것을 목표로 하고 있습니다.",218115,유니티 강좌 [쯔꾸르풍 게임 제작하기],초급,게임 개발,게임 프로그래밍,Unity,122759,케이디,4392,4.869565217,23,FALSE,0,0,0,FALSE,,,,2018-11-02T00:00:00.000Z,2018-10-17T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/chacool_trading1.jpg?w=420,INVEST CRYPTO Academy만의 '트레이딩 시뮬레이션'강의를 통해 이론학습과 실전 트레이딩 실습을 동시에!,188224,차트 기술분석 실전 매매 기법 Part1. 추세 활용 실전 매매 기법,초급,자기계발,금융 ·  재테크,"차트분석,퀀트",111777,인베스트 크립토,73,4.333333333,6,FALSE,30000,33000,33000,FALSE,,,,2019-02-08T00:00:00.000Z,2018-08-16T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/PBR.jpg?w=420,"본 강좌는 마야2018, 지브러쉬2018, 서브스텐스 페인터2018, 마모셋3를
사용하여 PBR 기반 리얼타임 케릭터를 제작하는 노하우에 대한 강좌입니다. ",173707,PBR 리얼타임 캐릭터 제작,초급,디자인,CAD · 3D 모델링,캐릭터 디자인,164,Sup Choi,91,3.6,5,FALSE,50000,55000,55000,FALSE,,,,2018-07-24T00:00:00.000Z,2018-07-17T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/inflearn_black_1x.png?w=420,증강현실을 적용한 어플리케이션을 만들어보세요,169883,MAXST AR SDK와 유니티를 사용한 증강현실 앱 개발,초급,개발 · 프로그래밍,"VR/AR,모바일 앱 개발","Unity,VR/AR",108003,MAXST 맥스트,1994,4.666666667,27,FALSE,0,0,0,FALSE,,,,2018-07-10T00:00:00.000Z,2018-07-08T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/Algorithm-1.jpg?w=420,"알고리즘을 배우며, 실무에서는 알고리즘이 어떻게 활용되는지 알아봅니다.",149177,알고리즘의 개요와 실습 환경 구축,초급,개발 · 프로그래밍,알고리즘 · 자료구조,알고리즘,27586,안경잡이개발자,2501,4.541666667,24,FALSE,0,0,0,FALSE,,,,2018-06-25T00:00:00.000Z,2018-05-23T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/process.jpg?w=420,본 강좌는 프로세스 마이닝을 처음 접하거나 익숙하지 않은 분들을 위한 강의입니다. 본 강좌를 수강한 분들은 실무 분석에 요구되는 프로세스 마이닝 이론과 다양한 분석 기법및 노하우를 학습할 수 있습니다.,149801,모두를 위한 프로세스 마이닝,입문,데이터 사이언스,데이터 분석,Process Mining,45120,이보경,2226,4.72972973,37,FALSE,0,0,0,FALSE,,,,2019-11-28T06:07:17.608Z,2018-05-21T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/ES6-1-2.jpg?w=420,비동기 환경에서 쉽게 코드를 작성할 수 있도록 ES6의 새로운 기능에 대해 배우고 자바스크립트 스킬을 향상시켜 보세요.,145530,빠르게 배우는 ES6 스킬과 자바스크립트 비동기 프로그래밍,초급,개발 · 프로그래밍,프로그래밍 언어,ES6,46315,김형태,218,4.518518519,27,FALSE,9000,9900,9900,FALSE,,,,2018-07-03T01:28:40.000Z,2018-05-09T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/android-2.jpg?w=420,구글에서 개발한 서버로 간편하게 파이어베이스 서버를 이용해서 채팅앱을 만들어보세요,140911,Firebase 서버를 통한 Android앱 HowlTalk 만들기,초급,개발 · 프로그래밍,모바일 앱 개발,"Android,Firebase",92500,하울,1951,4.363636364,11,FALSE,0,0,0,FALSE,,,,2018-06-25T00:00:00.000Z,2018-04-24T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/excel2016.jpg?w=420,"엑셀 데이터를 정리할 때 필요한 기능은 정해져 있습니다.
VLOOKUP, 피벗테이블, 조건부합계처럼 익히 들어온 기본 기능만 알아도 데이터 정리 시간을 단축할 수 있습니다.
하루에 7분만 투자하세요. 이 강좌를 통해 복잡하게만 느껴진 데이터 정리를 말끔히 해결할 수 있습니다.",132388,회사에서 바로 통하는 엑셀 2016,입문,비즈니스 · 마케팅,오피스,"Excel,MS-Office",195159,한빛미디어,3278,4.69047619,84,FALSE,0,0,0,FALSE,,,,2018-08-22T00:00:00.000Z,2018-03-29T15:00:00.000Z,,
https://cdn.inflearn.com/wp-content/uploads/C-networ2.jpg?w=420,C# 언어에 대한 사항을 마치고 C#을 이용하여 컴퓨터 또는 각종 기기를 연결할 수 있는 네트워크에 대한 강의입니다.,129621,C# 네트워크 프로그래밍,초급,"보안 · 네트워크,개발 · 프로그래밍","네트워크,데브옵스 · 인프라",C#,17851,나우IT,3213,4.775862069,58,FALSE,0,0,0,FALSE,,,,2018-06-25T00:00:00.000Z,2018-03-27T15:00:00.000Z,,
